412.0,90.0,0
401.0,71.0,0
390.0,79.0,0
413.0,81.0,0
445.0,63.0,0
443.0,85.0,0
422.0,40.0,0
424.0,72.0,0
404.0,67.0,0
403.0,44.0,0
425.0,82.0,0
438.0,56.0,0
446.0,76.0,0
426.0,44.0,0
400.0,78.0,0
409.0,70.0,0
402.0,71.0,0
418.0,72.0,0
405.0,80.0,0
402.0,73.0,0
424.0,50.0,0
410.0,103.0,0
431.0,97.0,0
404.0,63.0,0
448.0,79.0,0
412.0,72.0,0
409.0,22.0,0
411.0,44.0,0
421.0,76.0,0
417.0,102.0,0
402.0,87.0,0
422.0,87.0,0
404.0,43.0,0
402.0,72.0,0
420.0,72.0,0
417.0,66.0,0
413.0,38.0,0
411.0,58.0,0
399.0,102.0,0
397.0,14.0,0
434.0,73.0,0
379.0,187.0,1
375.0,193.0,1
368.0,192.0,1
368.0,198.0,1
373.0,208.0,1
368.0,203.0,1
397.0,210.0,1
382.0,217.0,1
396.0,196.0,1
391.0,189.0,1
370.0,217.0,1
388.0,207.0,1
378.0,199.0,1
392.0,215.0,1
393.0,203.0,1
375.0,202.0,1
352.0,193.0,1
381.0,206.0,1
459.0,311.0,2
465.0,307.0,2
465.0,306.0,2
466.0,306.0,2
485.0,318.0,2
465.0,302.0,2
479.0,290.0,2
442.0,309.0,2
466.0,304.0,2
467.0,255.0,2
454.0,286.0,2
442.0,321.0,2
473.0,316.0,2
483.0,301.0,2
460.0,318.0,2
461.0,280.0,2
470.0,292.0,2
451.0,326.0,2
450.0,299.0,2
447.0,292.0,2
474.0,304.0,2
464.0,306.0,2
464.0,308.0,2
466.0,309.0,2
451.0,307.0,2
464.0,303.0,2
470.0,326.0,2
65.0,301.0,3
72.0,319.0,3
51.0,301.0,3
80.0,301.0,3
62.0,318.0,3
52.0,291.0,3
76.0,289.0,3
66.0,301.0,3
62.0,276.0,3
75.0,301.0,3
41.0,327.0,3
43.0,281.0,3
58.0,286.0,3
62.0,301.0,3
37.0,296.0,3
28.0,291.0,3
64.0,301.0,3
66.0,285.0,3
29.0,301.0,3
61.0,301.0,3
50.0,275.0,3
30.0,316.0,3
80.0,265.0,3
40.0,309.0,3
60.0,301.0,3
49.0,319.0,3
63.0,301.0,3
63.0,329.0,3
53.0,310.0,3
278.0,160.0,4
244.0,180.0,4
228.0,155.0,4
218.0,167.0,4
242.0,167.0,4
236.0,171.0,4
275.0,180.0,4
266.0,142.0,4
272.0,150.0,4
234.0,154.0,4
239.0,199.0,4
219.0,179.0,4
250.0,177.0,4
237.0,183.0,4
226.0,189.0,4
270.0,172.0,4
268.0,171.0,4
246.0,156.0,4
250.0,188.0,4
250.0,167.0,4
251.0,198.0,4
260.0,195.0,4
221.0,153.0,4
244.0,166.0,4
231.0,143.0,4
261.0,149.0,4
248.0,140.0,4
259.0,164.0,4
180.0,186.0,4
70.0,88.0,5
93.0,64.0,5
102.0,60.0,5
100.0,12.0,5
102.0,47.0,5
98.0,66.0,5
92.0,64.0,5
95.0,63.0,5
141.0,53.0,5
81.0,78.0,5
103.0,87.0,5
143.0,76.0,5
106.0,66.0,5
102.0,42.0,5
250.0,57.0,6
231.0,61.0,6
244.0,28.0,6
247.0,60.0,6
178.0,113.0,6
251.0,71.0,6
269.0,59.0,6
298.0,46.0,6
218.0,65.0,6
240.0,55.0,6
240.0,32.0,6
248.0,84.0,6
267.0,40.0,6
185.0,265.0,7
171.0,264.0,7
167.0,293.0,7
149.0,274.0,7
144.0,263.0,7
179.0,251.0,7
158.0,250.0,7
198.0,296.0,7
159.0,271.0,7
203.0,277.0,7
138.0,278.0,7
205.0,265.0,7
164.0,283.0,7
172.0,304.0,7
182.0,289.0,7
152.0,286.0,7
194.0,258.0,7
143.0,292.0,7
154.0,260.0,7
155.0,301.0,7
203.0,332.0,7
190.0,278.0,7
187.0,305.0,7
319.0,287.0,8
343.0,290.0,8
306.0,313.0,8
332.0,311.0,8
323.0,309.0,8
349.0,331.0,8
343.0,321.0,8
313.0,329.0,8
355.0,321.0,8
356.0,309.0,8
338.0,300.0,8
332.0,337.0,8
330.0,328.0,8
343.0,311.0,8
318.0,314.0,8
332.0,282.0,8
354.0,300.0,8
323.0,336.0,8
306.0,298.0,8
314.0,254.0,8
315.0,304.0,8
306.0,323.0,8
324.0,319.0,8
328.0,291.0,8
102.0,189.0,9
49.0,183.0,9
72.0,190.0,9
68.0,182.0,9
75.0,203.0,9
46.0,208.0,9
45.0,196.0,9
51.0,164.0,9
91.0,162.0,9
93.0,218.0,9
102.0,178.0,9
59.0,158.0,9
58.0,173.0,9
89.0,202.0,9
70.0,163.0,9
69.0,213.0,9
63.0,197.0,9
90.0,201.0,9
83.0,154.0,9
82.0,173.0,9
153.0,130.0,9
103.0,178.0,9
99.0,202.0,9
